category,axis,value
0034000001cO6IWAA0,"Business Value","6.8"
0034000001cO6IWAA0,Community,"1.54"
0034000001cO6IWAA0,Enablement,"0.78"
0034000001cO6IWAA0,Foundations,"5.56"
0034000001cO6IWAA0,Governance,"1.97"
0034000001cO6IWAA0,"Operational Excellence","4.21"
0034000001cxaRFAAY,"Business Value","7.35"
0034000001cxaRFAAY,Community,"9.4"
0034000001cxaRFAAY,Enablement,10
0034000001cxaRFAAY,Foundations,"7.23"
0034000001cxaRFAAY,Governance,"6.885"
0034000001cxaRFAAY,"Operational Excellence","9.168"
0034000001cysFOAAY,"Business Value",8
0034000001cysFOAAY,Community,"6.6"
0034000001cysFOAAY,Enablement,"3.06"
0034000001cysFOAAY,Foundations,"5.22"
0034000001cysFOAAY,Governance,"6.985"
0034000001cysFOAAY,"Operational Excellence","7.544"
0034000001cz63Q,"Business Value",1
0034000001cz63Q,Community,4
0034000001cz63Q,Enablement,"4.6"
0034000001cz63Q,Foundations,"4.28"
0034000001cz63Q,Governance,"1.805"
0034000001cz63Q,"Operational Excellence",5
0034000001czHNQAA2,"Business Value","2.75"
0034000001czHNQAA2,Community,"1.7"
0034000001czHNQAA2,Enablement,"2.38"
0034000001czHNQAA2,Foundations,"5.92"
0034000001czHNQAA2,Governance,"3.455"
0034000001czHNQAA2,"Operational Excellence","5.846"
0034000001czS9ZAAU,"Business Value","5.7"
0034000001czS9ZAAU,Community,"3.92"
0034000001czS9ZAAU,Enablement,"4.94"
0034000001czS9ZAAU,Foundations,"4.01"
0034000001czS9ZAAU,Governance,"7.02"
0034000001czS9ZAAU,"Operational Excellence","7.834"
0034000001czkwhAAA,"Business Value","6.45"
0034000001czkwhAAA,Community,"7.16"
0034000001czkwhAAA,Enablement,"4.46"
0034000001czkwhAAA,Foundations,"6.43"
0034000001czkwhAAA,Governance,"5.32"
0034000001czkwhAAA,"Operational Excellence","7.442"
0034000001d0cSFAAY,Foundations,"3.15"
0034000001dhlCKAAY,"Business Value",7
0034000001dhlCKAAY,Community,"7.06"
0034000001dhlCKAAY,Enablement,"6.5"
0034000001dhlCKAAY,Foundations,"7.88"
0034000001dhlCKAAY,Governance,"7.295"
0034000001dhlCKAAY,"Operational Excellence","7.208"
0034000001dhoSsAAI,"Business Value","7.35"
0034000001dhoSsAAI,Community,"2.12"
0034000001dhoSsAAI,Enablement,"3.64"
0034000001dhoSsAAI,Foundations,"8.78"
0034000001dhoSsAAI,Governance,"4.24"
0034000001dhoSsAAI,"Operational Excellence","5.118"
00Q0b00000zjLJfEAM,"Business Value","3.5"
00Q0b00000zjLJfEAM,Community,"1.92"
00Q0b00000zjLJfEAM,Enablement,"7.02"
00Q0b00000zjLJfEAM,Governance,"3.685"
00Q0b00000zjLJfEAM,"Operational Excellence","6.136"
00Q0b00001Q3hcuEAB,"Business Value","7.45"
00Q0b00001Q3hcuEAB,Community,"8.06"
00Q0b00001Q3hcuEAB,Enablement,"7.98"
00Q0b00001Q3hcuEAB,Foundations,"7.54"
00Q0b00001Q3hcuEAB,Governance,"7.975"
00Q0b00001Q3hcuEAB,"Operational Excellence","7.402"
00Q0b00001Q3u5MEAR,"Business Value","4.6"
00Q0b00001Q3u5MEAR,Community,"9.7"
00Q0b00001Q3u5MEAR,Enablement,"9.02"
00Q0b00001Q3u5MEAR,Foundations,"2.89"
00Q0b00001Q3u5MEAR,Governance,"7.69"
00Q0b00001Q3u5MEAR,"Operational Excellence","7.624"
00Q0b00001Q4QjJEAV,"Business Value","8.8"
00Q0b00001Q4QjJEAV,Community,9
00Q0b00001Q4QjJEAV,Enablement,9
00Q0b00001Q4QjJEAV,Foundations,9
00Q0b00001Q4QjJEAV,Governance,9
00Q0b00001Q4QjJEAV,"Operational Excellence",9
00Q0b00001Q4eN8EAJ,"Business Value","4.2"
00Q0b00001Q4eN8EAJ,Community,"8.14"
00Q0b00001Q4eN8EAJ,Enablement,"7.16"
00Q0b00001Q4eN8EAJ,Foundations,"7.69"
00Q0b00001Q4eN8EAJ,Governance,"3.615"
00Q0b00001Q4eN8EAJ,"Operational Excellence","7.508"
00Q0b00001Q4uMUEAZ,"Business Value","6.9"
00Q0b00001Q4uMUEAZ,Community,"6.4"
00Q0b00001Q4uMUEAZ,Enablement,"2.9"
00Q0b00001Q4uMUEAZ,Foundations,"6.91"
00Q0b00001Q4uMUEAZ,Governance,"6.075"
00Q0b00001Q4uMUEAZ,"Operational Excellence","6.456"
00Q0b00001Q4wAbEAJ,"Business Value",10
00Q0b00001Q4wAbEAJ,Community,10
00Q0b00001Q4wAbEAJ,Enablement,10
00Q0b00001Q4wAbEAJ,Foundations,10
00Q0b00001Q4wAbEAJ,Governance,10
00Q0b00001Q4wAbEAJ,"Operational Excellence",10
00Q0b00001Q5C7CEAV,"Business Value","7.9"
00Q0b00001Q5C7CEAV,Community,"8.02"
00Q0b00001Q5C7CEAV,Enablement,"8.46"
00Q0b00001Q5C7CEAV,Foundations,"8.1"
00Q0b00001Q5C7CEAV,Governance,"8.09"
00Q0b00001Q5C7CEAV,"Operational Excellence","8.182"
00Q0b00001Q5KnZEAV,"Business Value","6.55"
00Q0b00001Q5KnZEAV,Community,"5.76"
00Q0b00001Q5KnZEAV,Enablement,"6.34"
00Q0b00001Q5KnZEAV,Foundations,"6.56"
00Q0b00001Q5KnZEAV,Governance,"7.27"
00Q0b00001Q5KnZEAV,"Operational Excellence","6.818"
00Q0b00001Q5WGNEA3,"Business Value","4.25"
00Q0b00001Q5WGNEA3,Community,"4.74"
00Q0b00001Q5WGNEA3,Enablement,"3.58"
00Q0b00001Q5WGNEA3,Foundations,"5.67"
00Q0b00001Q5WGNEA3,Governance,"4.64"
00Q0b00001Q5WGNEA3,"Operational Excellence","4.482"
00Q0b00001Q5anoEAB,"Business Value",5
00Q0b00001Q5anoEAB,Community,5
00Q0b00001Q5anoEAB,Enablement,5
00Q0b00001Q5anoEAB,Foundations,"6.02"
00Q0b00001Q5anoEAB,Governance,5
00Q0b00001Q5anoEAB,"Operational Excellence",5
00Q0b00001Q5eKpEAJ,"Business Value","4.65"
00Q0b00001Q5eKpEAJ,Community,"5.18"
00Q0b00001Q5eKpEAJ,Enablement,"4.62"
00Q0b00001Q5eKpEAJ,Foundations,"4.43"
00Q0b00001Q5eKpEAJ,Governance,"2.9"
00Q0b00001Q5eKpEAJ,"Operational Excellence","7.154"
00Q0b00001Q5hg7EAB,"Business Value","5.7"
00Q0b00001Q5hg7EAB,Community,"1.38"
00Q0b00001Q5hg7EAB,Enablement,2
00Q0b00001Q5hg7EAB,Foundations,"3.44"
00Q0b00001Q5hg7EAB,Governance,"1.385"
00Q0b00001Q5hg7EAB,"Operational Excellence","1.754"
00Q0b00001Q5kCdEAJ,"Business Value","6.3"
00Q0b00001Q5kCdEAJ,Community,"5.92"
00Q0b00001Q5kCdEAJ,Enablement,"6.32"
00Q0b00001Q5kCdEAJ,Foundations,5
00Q0b00001Q5kCdEAJ,Governance,"5.59"
00Q0b00001Q5kCdEAJ,"Operational Excellence",6
00Q0b00001Q6CwHEAV,Foundations,"2.8"
00Q0b00001Q6LywEAF,"Business Value","6.8"
00Q0b00001Q6LywEAF,Community,"7.24"
00Q0b00001Q6LywEAF,Enablement,"7.42"
00Q0b00001Q6LywEAF,Foundations,"6.66"
00Q0b00001Q6LywEAF,Governance,"7.1"
00Q0b00001Q6LywEAF,"Operational Excellence","6.792"
00Q0b00001Q6NbXEAV,"Business Value","5.75"
00Q0b00001Q6NbXEAV,Community,"2.94"
00Q0b00001Q6NbXEAV,Enablement,"1.68"
00Q0b00001Q6NbXEAV,Foundations,"6.79"
00Q0b00001Q6NbXEAV,Governance,"4.855"
00Q0b00001Q6NbXEAV,"Operational Excellence","4.08"
00Q0b00001Q6OKrEAN,"Business Value","4.65"
00Q0b00001Q6OKrEAN,Community,"0.3"
00Q0b00001Q6OKrEAN,Enablement,0
00Q0b00001Q6OKrEAN,Foundations,"0.11"
00Q0b00001Q6OKrEAN,Governance,0
00Q0b00001Q6OKrEAN,"Operational Excellence","0.52"
00Q0b00001QoGMLEA3,"Business Value",7
00Q0b00001QoGMLEA3,Community,"7.74"
00Q0b00001QoGMLEA3,Enablement,"8.16"
00Q0b00001QoGMLEA3,Foundations,"7.33"
00Q0b00001QoGMLEA3,Governance,"6.95"
00Q0b00001QoGMLEA3,"Operational Excellence","8.064"
00Q0b00001QoIZLEA3,"Business Value","2.15"
00Q0b00001QoIZLEA3,Community,"5.24"
00Q0b00001QoIZLEA3,Enablement,"1.28"
00Q0b00001QoIZLEA3,Foundations,"4.8"
00Q0b00001QoIZLEA3,Governance,"0.755"
00Q0b00001QoIZLEA3,"Operational Excellence","1.948"
00Q0b00001QoNwBEAV,Foundations,0
00Q0b00001QoOd1EAF,"Business Value","8.45"
00Q0b00001QoOd1EAF,Community,"7.84"
00Q0b00001QoOd1EAF,Enablement,"7.52"
00Q0b00001QoOd1EAF,Foundations,"7.32"
00Q0b00001QoOd1EAF,Governance,"7.23"
00Q0b00001QoOd1EAF,"Operational Excellence",8
00Q0b00001QoRb2EAF,"Business Value","3.95"
00Q0b00001QoRb2EAF,Community,"1.26"
00Q0b00001QoRb2EAF,Enablement,"1.6"
00Q0b00001QoRb2EAF,Foundations,"3.47"
00Q0b00001QoRb2EAF,Governance,"3.845"
00Q0b00001QoRb2EAF,"Operational Excellence","3.768"
00Q0b00001R0mGhEAJ,"Business Value","6.35"
00Q0b00001R0mGhEAJ,Foundations,"8.02"
00Q0b00001R0mGhEAJ,Governance,"6.96"
00Q0b00001R0mGhEAJ,"Operational Excellence","2.08"
00Q0b00001R0mZxEAJ,"Business Value","8.6"
00Q0b00001R0mZxEAJ,Community,"8.32"
00Q0b00001R0mZxEAJ,Enablement,"7.66"
00Q0b00001R0mZxEAJ,Foundations,10
00Q0b00001R0mZxEAJ,Governance,9
00Q0b00001R0mZxEAJ,"Operational Excellence","7.702"
00Q0b00001R0n6pEAB,"Business Value","5.55"
00Q0b00001R0n6pEAB,Community,"1.44"
00Q0b00001R0n6pEAB,Enablement,"1.7"
00Q0b00001R0n6pEAB,Foundations,"5.99"
00Q0b00001R0n6pEAB,Governance,"4.935"
00Q0b00001R0n6pEAB,"Operational Excellence","1.832"
00Q0b00001R0p5JEAR,"Business Value","5.95"
00Q0b00001R0p5JEAR,Community,"5.4"
00Q0b00001R0p5JEAR,Enablement,"6.54"
00Q0b00001R0p5JEAR,Foundations,"5.67"
00Q0b00001R0p5JEAR,Governance,"6.295"
00Q0b00001R0p5JEAR,"Operational Excellence","6.624"
00Q0b00001R0rilEAB,"Business Value","7.65"
00Q0b00001R0rilEAB,Community,"6.34"
00Q0b00001R0rilEAB,Enablement,"7.36"
00Q0b00001R0rilEAB,Foundations,"8.01"
00Q0b00001R0rilEAB,Governance,"6.49"
00Q0b00001R0rilEAB,"Operational Excellence","7.194"
00Q0b00001R0xitEAB,"Business Value","7.7"
00Q0b00001R0xitEAB,Community,"6.74"
00Q0b00001R0xitEAB,Enablement,"4.16"
00Q0b00001R0xitEAB,Foundations,"6.99"
00Q0b00001R0xitEAB,Governance,"7.96"
00Q0b00001R0xitEAB,"Operational Excellence","5.752"
00Q0b00001R0xivEAB,"Business Value","5.25"
00Q0b00001R0xivEAB,Community,5
00Q0b00001R0xivEAB,Enablement,5
00Q0b00001R0xivEAB,Foundations,"7.44"
00Q0b00001R0xivEAB,Governance,5
00Q0b00001R0xivEAB,"Operational Excellence",5
00Q0b00001R10vkEAB,"Business Value","5.6"
00Q0b00001R10vkEAB,Community,"5.68"
00Q0b00001R10vkEAB,Enablement,"5.66"
00Q0b00001R10vkEAB,Foundations,"7.58"
00Q0b00001R10vkEAB,Governance,"4.115"
00Q0b00001R10vkEAB,"Operational Excellence","4.844"
00Q0b00001R11dkEAB,"Business Value",4
00Q0b00001R11dkEAB,Community,4
00Q0b00001R11dkEAB,Enablement,4
00Q0b00001R11dkEAB,Foundations,4
00Q0b00001R11dkEAB,Governance,4
00Q0b00001R11dkEAB,"Operational Excellence",4
00Q0b00001R15TjEAJ,"Business Value",5
00Q0b00001R15TjEAJ,Community,"4.7"
00Q0b00001R15TjEAJ,Enablement,"4.78"
00Q0b00001R15TjEAJ,Foundations,"4.56"
00Q0b00001R15TjEAJ,Governance,"6.465"
00Q0b00001R15TjEAJ,"Operational Excellence","6.61"
00Q0b00001R16ipEAB,"Business Value","8.65"
00Q0b00001R16ipEAB,Community,"8.52"
00Q0b00001R16ipEAB,Enablement,"7.98"
00Q0b00001R16ipEAB,Foundations,"8.21"
00Q0b00001R16ipEAB,Governance,"6.385"
00Q0b00001R16ipEAB,"Operational Excellence","6.95"
00Q0b00001R16pKEAR,"Business Value","6.1"
00Q0b00001R16pKEAR,Community,"6.02"
00Q0b00001R16pKEAR,Enablement,"5.88"
00Q0b00001R16pKEAR,Foundations,5
00Q0b00001R16pKEAR,Governance,"6.155"
00Q0b00001R16pKEAR,"Operational Excellence","6.104"
00Q0b00001R1BTzEAN,"Business Value","3.8"
00Q0b00001R1BTzEAN,Community,5
00Q0b00001R1BTzEAN,Enablement,5
00Q0b00001R1BTzEAN,Foundations,"4.55"
00Q0b00001R1BTzEAN,Governance,"4.82"
00Q0b00001R1BTzEAN,"Operational Excellence",5
00Q0b00001R1ByuEAF,"Business Value","2.8"
00Q0b00001R1ByuEAF,Community,"2.56"
00Q0b00001R1ByuEAF,Enablement,"6.06"
00Q0b00001R1ByuEAF,Foundations,"2.91"
00Q0b00001R1ByuEAF,Governance,"5.28"
00Q0b00001R1ByuEAF,"Operational Excellence","7.898"
00Q0b00001R1C8REAV,"Business Value","6.65"
00Q0b00001R1C8REAV,Community,"7.74"
00Q0b00001R1C8REAV,Enablement,"7.14"
00Q0b00001R1C8REAV,Foundations,"5.77"
00Q0b00001R1C8REAV,Governance,"6.835"
00Q0b00001R1C8REAV,"Operational Excellence","7.532"
00Q0b00001R1CdoEAF,Foundations,10
00Q0b00001R1DCjEAN,"Business Value","7.8"
00Q0b00001R1DCjEAN,Community,"5.98"
00Q0b00001R1DCjEAN,Enablement,"6.96"
00Q0b00001R1DCjEAN,Foundations,"7.34"
00Q0b00001R1DCjEAN,Governance,7
00Q0b00001R1DCjEAN,"Operational Excellence","6.596"
00Q0b00001R1ESbEAN,"Business Value","9.25"
00Q0b00001R1ESbEAN,Community,"9.36"
00Q0b00001R1ESbEAN,Enablement,"8.52"
00Q0b00001R1ESbEAN,Foundations,"9.78"
00Q0b00001R1ESbEAN,Governance,10
00Q0b00001R1ESbEAN,"Operational Excellence",10
00Q0b00001R1GI2EAN,"Business Value","9.1"
00Q0b00001R1GI2EAN,Community,6
00Q0b00001R1GI2EAN,Enablement,"4.2"
00Q0b00001R1GI2EAN,Foundations,"8.46"
00Q0b00001R1GI2EAN,Governance,"4.5"
00Q0b00001R1GI2EAN,"Operational Excellence","7.05"
00Q0b00001R1GIuEAN,"Business Value","5.55"
00Q0b00001R1GIuEAN,Community,"6.02"
00Q0b00001R1GIuEAN,Enablement,"5.94"
00Q0b00001R1GIuEAN,Foundations,"5.34"
00Q0b00001R1GIuEAN,Governance,"6.32"
00Q0b00001R1GIuEAN,"Operational Excellence","6.3"
00Q0b00001R1GhoEAF,"Business Value","7.45"
00Q0b00001R1GhoEAF,Community,"9.48"
00Q0b00001R1GhoEAF,Enablement,"7.46"
00Q0b00001R1GhoEAF,Foundations,"7.45"
00Q0b00001R1GhoEAF,Governance,"6.885"
00Q0b00001R1GhoEAF,"Operational Excellence","7.456"
00Q0b00001R1Ix4EAF,"Business Value","5.35"
00Q0b00001R1Ix4EAF,Community,"6.66"
00Q0b00001R1Ix4EAF,Enablement,"7.8"
00Q0b00001R1Ix4EAF,Foundations,"4.32"
00Q0b00001R1Ix4EAF,Governance,"5.845"
00Q0b00001R1Ix4EAF,"Operational Excellence","7.168"
00Q0b00001R1L6uEAF,"Business Value","6.45"
00Q0b00001R1L6uEAF,Community,"7.86"
00Q0b00001R1L6uEAF,Enablement,"7.88"
00Q0b00001R1L6uEAF,Foundations,"7.57"
00Q0b00001R1L6uEAF,Governance,"7.73"
00Q0b00001R1L6uEAF,"Operational Excellence","8.206"
00Q0b00001R1LHDEA3,"Business Value","6.1"
00Q0b00001R1LHDEA3,Community,"6.8"
00Q0b00001R1LHDEA3,Enablement,6
00Q0b00001R1LHDEA3,Foundations,"6.56"
00Q0b00001R1LHDEA3,Governance,"6.18"
00Q0b00001R1LHDEA3,"Operational Excellence","5.792"
00Q0b00001R1LUoEAN,"Business Value","5.95"
00Q0b00001R1LUoEAN,Community,"7.36"
00Q0b00001R1LUoEAN,Enablement,"5.12"
00Q0b00001R1LUoEAN,Foundations,"6.65"
00Q0b00001R1LUoEAN,Governance,"5.885"
00Q0b00001R1LUoEAN,"Operational Excellence","5.558"
00Q0b00001R1LXTEA3,"Business Value","7.55"
00Q0b00001R1LXTEA3,Community,"7.22"
00Q0b00001R1LXTEA3,Enablement,"7.42"
00Q0b00001R1LXTEA3,Foundations,"7.45"
00Q0b00001R1LXTEA3,Governance,"6.28"
00Q0b00001R1LXTEA3,"Operational Excellence","7.248"
00Q0b00001R1LcnEAF,"Business Value","5.45"
00Q0b00001R1LcnEAF,Community,"6.12"
00Q0b00001R1LcnEAF,Enablement,"5.96"
00Q0b00001R1LcnEAF,Foundations,"6.48"
00Q0b00001R1LcnEAF,Governance,"5.5"
00Q0b00001R1LcnEAF,"Operational Excellence","6.376"
00Q0b00001R1LfgEAF,"Business Value","7.7"
00Q0b00001R1LfgEAF,Community,"6.04"
00Q0b00001R1LfgEAF,Enablement,"5.12"
00Q0b00001R1LfgEAF,Foundations,"8.46"
00Q0b00001R1LfgEAF,Governance,"6.99"
00Q0b00001R1LfgEAF,"Operational Excellence","9.312"
00Q0b00001R1M3JEAV,"Business Value","9.3"
00Q0b00001R1M3JEAV,Community,"9.48"
00Q0b00001R1M3JEAV,Enablement,"9.34"
00Q0b00001R1M3JEAV,Foundations,"9.33"
00Q0b00001R1M3JEAV,Governance,"9.59"
00Q0b00001R1M3JEAV,"Operational Excellence","9.688"
00Q0b00001R1M6hEAF,"Business Value","9.4"
00Q0b00001R1M6hEAF,Community,10
00Q0b00001R1M6hEAF,Enablement,10
00Q0b00001R1M6hEAF,Foundations,8
00Q0b00001R1M6hEAF,Governance,"9.64"
00Q0b00001R1M6hEAF,"Operational Excellence",10
00Q0b00001R1MBIEA3,"Business Value","0.7"
00Q0b00001R1MBIEA3,Community,"3.94"
00Q0b00001R1MBIEA3,Enablement,"2.42"
00Q0b00001R1MBIEA3,Foundations,"3.46"
00Q0b00001R1MBIEA3,Governance,"3.035"
00Q0b00001R1MBIEA3,"Operational Excellence","1.91"
00Q0b00001R1MBSEA3,"Business Value","8.15"
00Q0b00001R1MBSEA3,Community,"8.54"
00Q0b00001R1MBSEA3,Enablement,"9.12"
00Q0b00001R1MBSEA3,Foundations,"7.22"
00Q0b00001R1MBSEA3,Governance,"7.665"
00Q0b00001R1MBSEA3,"Operational Excellence","8.818"
00Q0b00001R1NABEA3,"Business Value","8.75"
00Q0b00001R1NABEA3,Community,"9.44"
00Q0b00001R1NABEA3,Enablement,"8.54"
00Q0b00001R1NABEA3,Foundations,"8.11"
00Q0b00001R1NABEA3,Governance,"9.41"
00Q0b00001R1NABEA3,"Operational Excellence","9.118"
00Q0b00001R1NS8EAN,"Business Value","6.75"
00Q0b00001R1NS8EAN,Community,"2.56"
00Q0b00001R1NS8EAN,Enablement,"3.54"
00Q0b00001R1NS8EAN,Foundations,"8.44"
00Q0b00001R1NS8EAN,Governance,"8.92"
00Q0b00001R1NS8EAN,"Operational Excellence","8.518"
00Q0b00001R1NsIEAV,"Business Value","4.6"
00Q0b00001R1NsIEAV,Community,"3.24"
00Q0b00001R1NsIEAV,Enablement,"2.64"
00Q0b00001R1NsIEAV,Foundations,5
00Q0b00001R1NsIEAV,Governance,"7.2"
00Q0b00001R1NsIEAV,"Operational Excellence","5.556"
00Q0b00001R1OFEEA3,"Business Value","4.85"
00Q0b00001R1OFEEA3,Community,"8.08"
00Q0b00001R1OFEEA3,Enablement,"9.46"
00Q0b00001R1OFEEA3,Foundations,"4.33"
00Q0b00001R1OFEEA3,Governance,"6.82"
00Q0b00001R1OFEEA3,"Operational Excellence","7.144"
00Q0b00001R1OFJEA3,"Business Value","8.4"
00Q0b00001R1OFJEA3,Community,"9.88"
00Q0b00001R1OFJEA3,Enablement,"9.1"
00Q0b00001R1OFJEA3,Foundations,"8.35"
00Q0b00001R1OFJEA3,Governance,"8.73"
00Q0b00001R1OFJEA3,"Operational Excellence","9.312"
00Q0b00001R1OLrEAN,"Business Value","7.85"
00Q0b00001R1OLrEAN,Community,"8.9"
00Q0b00001R1OLrEAN,Enablement,"8.7"
00Q0b00001R1OLrEAN,Foundations,"8.78"
00Q0b00001R1OLrEAN,Governance,"8.205"
00Q0b00001R1OLrEAN,"Operational Excellence","8.312"
00Q0b00001R1OObEAN,"Business Value","6.75"
00Q0b00001R1OObEAN,Community,"6.68"
00Q0b00001R1OObEAN,Enablement,"6.24"
00Q0b00001R1OObEAN,Foundations,"7.45"
00Q0b00001R1OObEAN,Governance,"7.335"
00Q0b00001R1OObEAN,"Operational Excellence","7.118"
00Q0b00001R1OfQEAV,"Business Value","6.3"
00Q0b00001R1OfQEAV,Community,"7.5"
00Q0b00001R1OfQEAV,Enablement,"7.34"
00Q0b00001R1OfQEAV,Foundations,"7.13"
00Q0b00001R1OfQEAV,Governance,"6.77"
00Q0b00001R1OfQEAV,"Operational Excellence","7.39"
00Q0b00001R1OhPEAV,"Business Value","3.75"
00Q0b00001R1OhPEAV,Community,"3.08"
00Q0b00001R1OhPEAV,Enablement,"1.3"
00Q0b00001R1OhPEAV,Foundations,"4.38"
00Q0b00001R1OhPEAV,Governance,"3.075"
00Q0b00001R1OhPEAV,"Operational Excellence","2.26"
00Q0b00001R1OjaEAF,"Business Value","7.25"
00Q0b00001R1OjaEAF,Community,"6.6"
00Q0b00001R1OjaEAF,Enablement,"6.8"
00Q0b00001R1OjaEAF,Foundations,"6.45"
00Q0b00001R1OjaEAF,Governance,"5.705"
00Q0b00001R1OjaEAF,"Operational Excellence","7.768"
00Q0b00001R1OqJEAV,"Business Value",10
00Q0b00001R1OqJEAV,Community,10
00Q0b00001R1OqJEAV,Enablement,10
00Q0b00001R1OqJEAV,Foundations,10
00Q0b00001R1OqJEAV,Governance,10
00Q0b00001R1OqJEAV,"Operational Excellence",10
00Q0b00001R1QSEEA3,"Business Value","2.75"
00Q0b00001R1QSEEA3,Foundations,"7.89"
00Q0b00001R1RYaEAN,"Business Value","6.25"
00Q0b00001R1RYaEAN,Community,"6.54"
00Q0b00001R1RYaEAN,Enablement,"7.38"
00Q0b00001R1RYaEAN,Foundations,"7.9"
00Q0b00001R1RYaEAN,Governance,"7.42"
00Q0b00001R1RYaEAN,"Operational Excellence","7.234"
00Q0b00001R1ZqDEAV,"Business Value","5.8"
00Q0b00001R1ZqDEAV,Community,"4.14"
00Q0b00001R1ZqDEAV,Enablement,"4.9"
00Q0b00001R1ZqDEAV,Foundations,"5.76"
00Q0b00001R1ZqDEAV,Governance,"5.275"
00Q0b00001R1ZqDEAV,"Operational Excellence","4.066"
00Q33000016zfdnEAA,"Business Value","5.3"
00Q33000016zfdnEAA,Community,"6.04"
00Q33000016zfdnEAA,Enablement,"4.06"
00Q33000016zfdnEAA,Foundations,"6.23"
00Q33000016zfdnEAA,Governance,"5.22"
00Q33000016zfdnEAA,"Operational Excellence","4.768"
00Q3300001724vVEAQ,"Business Value",5
00Q3300001724vVEAQ,Community,5
00Q3300001724vVEAQ,Enablement,5
00Q3300001724vVEAQ,Foundations,"6.59"
00Q3300001724vVEAQ,Governance,5
00Q3300001724vVEAQ,"Operational Excellence",5
00Q33000017mR6OEAU,"Business Value","0.3"
00Q33000017mR6OEAU,Community,0
00Q33000017mR6OEAU,Enablement,0
00Q33000017mR6OEAU,Foundations,"3.05"
00Q33000017mR6OEAU,Governance,"1.885"
00Q33000017mR6OEAU,"Operational Excellence",0
00Q330000198yXKEAY,"Business Value","6.5"
00Q330000198yXKEAY,Community,"7.96"
00Q330000198yXKEAY,Enablement,"6.38"
00Q330000198yXKEAY,Foundations,7
00Q330000198yXKEAY,Governance,"6.205"
00Q330000198yXKEAY,"Operational Excellence","6.924"
00Q33000019QnWoEAK,"Business Value","1.35"
00Q33000019QnWoEAK,Community,"4.24"
00Q33000019QnWoEAK,Enablement,"1.68"
00Q33000019QnWoEAK,Foundations,"3.88"
00Q33000019QnWoEAK,Governance,"2.77"
00Q33000019QnWoEAK,"Operational Excellence","3.936"
00Q3300001C7hnAEAR,"Business Value","5.1"
00Q3300001C7hnAEAR,Community,"4.48"
00Q3300001C7hnAEAR,Enablement,"3.96"
00Q3300001C7hnAEAR,Foundations,"3.23"
00Q3300001C7hnAEAR,Governance,"3.955"
00Q3300001C7hnAEAR,"Operational Excellence","6.68"
00Q3300001CA12hEAD,"Business Value","5.7"
00Q3300001CA12hEAD,Community,"5.24"
00Q3300001CA12hEAD,Enablement,"3.7"
00Q3300001CA12hEAD,Foundations,"6.79"
00Q3300001CA12hEAD,Governance,"3.53"
00Q3300001CA12hEAD,"Operational Excellence","4.91"
00Q3300001CB5X6EAL,"Business Value",5
00Q3300001CB5X6EAL,Community,5
00Q3300001CB5X6EAL,Enablement,5
00Q3300001CB5X6EAL,Foundations,"4.01"
00Q3300001CB5X6EAL,Governance,5
00Q3300001CB5X6EAL,"Operational Excellence",5
00Q3300001Drj8tEAB,"Business Value","8.05"
00Q3300001Drj8tEAB,Community,"5.16"
00Q3300001Drj8tEAB,Enablement,"5.62"
00Q3300001Drj8tEAB,Foundations,"6.88"
00Q3300001Drj8tEAB,Governance,"7.245"
00Q3300001Drj8tEAB,"Operational Excellence","7.012"
00Q3300001Du8u6EAB,"Business Value","9.75"
00Q3300001Du8u6EAB,Community,"9.1"
00Q3300001Du8u6EAB,Enablement,"8.88"
00Q3300001Du8u6EAB,Foundations,9
00Q3300001Du8u6EAB,Governance,"8.36"
00Q3300001Du8u6EAB,"Operational Excellence","9.506"
00Q3300001EMbOyEAL,Foundations,10
00Q3300001EpeW1EAJ,"Business Value","0.95"
00Q3300001EpeW1EAJ,Community,"1.36"
00Q3300001EpeW1EAJ,Enablement,"1.18"
00Q3300001EpeW1EAJ,Foundations,"1.65"
00Q3300001EpeW1EAJ,Governance,"1.895"
00Q3300001EpeW1EAJ,"Operational Excellence","4.132"
00Q3300001FCyVmEAL,"Business Value","7.5"
00Q3300001FCyVmEAL,Community,"8.08"
00Q3300001FCyVmEAL,Enablement,"2.8"
00Q3300001FCyVmEAL,Foundations,"7.23"
00Q3300001FCyVmEAL,Governance,"6.74"
00Q3300001FCyVmEAL,"Operational Excellence","6.702"
00Q3300001FD42fEAD,"Business Value","8.3"
00Q3300001FD42fEAD,Community,"9.7"
00Q3300001FD42fEAD,Enablement,"8.2"
00Q3300001FD42fEAD,Foundations,"9.78"
00Q3300001FD42fEAD,Governance,"9.36"
00Q3300001FD42fEAD,"Operational Excellence","9.584"
00Q3300001FZ4ImEAL,"Business Value","6.85"
00Q3300001FZ4ImEAL,Community,"9.2"
00Q3300001FZ4ImEAL,Enablement,"7.28"
00Q3300001FZ4ImEAL,Foundations,"7.33"
00Q3300001FZ4ImEAL,Governance,"7.36"
00Q3300001FZ4ImEAL,"Operational Excellence","8.732"
00Q3300001FuQKkEAN,"Business Value","5.4"
00Q3300001FuQKkEAN,Community,"5.5"
00Q3300001FuQKkEAN,Enablement,"5.76"
00Q3300001FuQKkEAN,Foundations,"4.03"
00Q3300001FuQKkEAN,Governance,"5.075"
00Q3300001FuQKkEAN,"Operational Excellence","5.586"
