timestamp,"bytes_in","bytes_out","host"
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,124,86,host111
1458699246,194,93,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,140,99,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,94,94,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,0,66,host111
1458699246,94,66,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,135,98,host111
1458699246,96,187,host111
1458699246,64,78,host111
1458699246,64,78,host111
1458699246,130,192,host111
1458699246,5179,1586,host111
1458699246,212,210,host111
1458699246,48825,4410,host111
1458699246,1920,4992,host111
1458699246,696,608,host111
1458699246,148,292,host111
1458699246,18905,3004,host111
1458699246,6204,2216,host111
1458699246,148,210,host111
1458699246,64,78,host111
1458699246,1395,2053,host111
1458699246,135,98,host111
1458699246,200,100,host111
1458699246,0,155,host111
1458699246,0,175,host111
1458699246,0,155,host111
1458699246,0,155,host111
1458699246,0,156,host111
1458699246,122,106,host111
1458699246,0,147,host111
1458699246,0,155,host111
1458699246,0,155,host111
1458699246,0,155,host111
1458699246,135,98,host111
1458699246,64,78,host111
1458699246,0,102,host241
1458699246,78,739,host111
